Country	Brazil	-14.235004	-51.925282
Country	China	35.86166	104.195396
Country	Croatia	45.099998	15.2
Country	Czechia	49.817493	15.472962
Country	Ethiopia	9.145	40.489674
Country	France	46.227638	2.213749
Country	Germany	51.165691	10.451526
Country	Kenya	-0.023559	37.906193
Country	Madagascar	-18.766947	46.869106
Country	Morocco	31.791702	-7.09262
Country	South Africa	-30.559483	22.937506
Country	Sweden	60.128162	18.643501
Country	Turkey	38.963745	35.24332
Country	Uganda	1.373333	32.290276
Country	UK	55.378052	-3.435973
Country	Uruguay	-32.522778	-55.765835
Country	USA	37.09024	-95.712891